Label,Year,Site,ARMS_number,DSC,Scaled,DSC_extra,Phyla,Class,Order,General_name,Specimen,MorphoID,L_mm,W_g,Notes
ARMS21M#513,2021,Coin,3,7122,Y,7125,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#234,4.609,0.059135275,
ARMS21M#456,2021,Moresby,3,6089,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#234,6.165,0.163515684,
ARMS22M#45,2022,Moresby,4,7492,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#234,5.318,0.097528384,
ARMS22M#473,2022,Moresby,6,9051,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#234,1.907,0.002702425,
ARMS22M#374,2022,Court,11,8730,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#234,,,unable to measure due to distortion
ARMS22M#374,2022,Court,11,8730,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#234,,,unable to measure due to distortion
ARMS22M#374,2022,Court,11,8730,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#234,,,unable to measure due to distortion
ARMS21M#507,2021,Coin,2,6650,Y,6649,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#235,6.677,0.216127806,
ARMS21M#507,2021,Coin,2,6650,Y,6649,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#235,3.665,0.026535085,
ARMS21M#376,2021,Moresby,2,5704,Y,5705,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#235,3.631,0.025684268,
ARMS21M#376,2021,Moresby,2,5704,Y,5705,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#235,2.917,0.011944724,
ARMS19M#326,2019,Moresby,8,2498,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#235,3.519,0.023019136," for ARMS8, Red sponges such as ARMS19S#199 often contained red Snapping_shrimps such as ARMS19M#323"
ARMS19M#326,2019,Moresby,8,2498,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#235,4.854,0.070875456," for ARMS8, Red sponges such as ARMS19S#199 often contained red Snapping_shrimps such as ARMS19M#324"
ARMS19M#326,2019,Moresby,8,2498,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#235,3.385,0.02009714," for ARMS8, Red sponges such as ARMS19S#199 often contained red Snapping_shrimps such as ARMS19M#325"
ARMS19M#326,2019,Moresby,8,2498,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,4,ARMSMc#235,4.295,0.046206005," for ARMS8, Red sponges such as ARMS19S#199 often contained red Snapping_shrimps such as ARMS19M#326"
ARMS19M#326,2019,Moresby,8,2498,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,5,ARMSMc#235,4.588,0.058198504," for ARMS8, Red sponges such as ARMS19S#199 often contained red Snapping_shrimps such as ARMS19M#327"
ARMS19M#351,2019,Moresby,9,2752,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#235,3.163,0.01585354,
ARMS19M#351,2019,Moresby,9,2752,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#235,3.037,0.01375295,
ARMS19M#351,2019,Moresby,9,2752,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,3,ARMSMc#235,4.227,0.043698222,
ARMS22M#48,2022,Moresby,4,7497,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,,ARMSMc#235,4.156,0.041185116,
ARMS21M#16,2021,Anglaise,1,2949,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#250,1.38,0.001652121,
ARMS21M#16,2021,Anglaise,1,2949,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#250,1.358,0.001644671,
ARMS21M#33,2021,Anglaise,1,2967,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#250,2.587,0.002070517,
ARMS21M#59,2021,Anglaise,1,3018,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#250,2.095,0.001892498,
ARMS21M#99,2021,Anglaise,1,3331,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#250,1.161,0.001577007,juve
ARMS21M#99,2021,Anglaise,1,3331,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#250,2.884,0.002190005,
ARMS21M#107,2021,Anglaise,1,3351,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#250,2.333,0.001976176,
ARMS21M#259,2021,Anglaise,3,4692,N,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#250,,,unable to measure due to lack of scale
ARMS21M#259,2021,Anglaise,3,4692,N,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#250,,,unable to measure due to lack of scale
ARMS19S#028,2019,Coin,1,0404,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#250,1.778,0.001785287,motile even though S
ARMS19M#022,2019,Moresby,3,1076,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#250,5.149,0.003753506,
ARMS19M#435,2019,Moresby,9,2769,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#250,5.559,0.00422499,
ARMS19M#435,2019,Moresby,9,2769,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#250,5.971,0.004777878,
ARMS19M#435,2019,Moresby,9,2769,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#250,4.425,0.003087323,
ARMS22M#266,2022,Anglaise,2,IMG_0639,Y,IMG_0640,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#250,2.271,0.001954007,preserved 2.5 years
ARMS22M#266,2022,Anglaise,2,IMG_0639,Y,IMG_0640,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#250,1.948,0.001842371,preserved 2.5 years
ARMS21M#26,2021,Anglaise,1,2929,Y,2930,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,4.791,0.003399554,
ARMS21M#34,2021,Anglaise,1,2968,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,2.427,0.002010384,
ARMS21M#64,2021,Anglaise,1,3022,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.921,0.002205729,
ARMS21M#64,2021,Anglaise,1,3022,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.054,0.001878421,
ARMS21M#64,2021,Anglaise,1,3022,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,2.461,0.00202295,
ARMS21M#64,2021,Anglaise,1,3022,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#251,2.9,0.00219678,
ARMS21M#110,2021,Anglaise,1,3356,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,1.531,0.001702876,
ARMS21M#112,2021,Anglaise,1,3362,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,1.931,0.001836629,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.113,0.001898704,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.022,0.00186749,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,2.711,0.002119039,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#251,2.686,0.002109108,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#251,2.357,0.001984839,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#251,4.075,0.002830296,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,7,ARMSMc#251,3.613,0.002544388,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,8,ARMSMc#251,2.58,0.00206783,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,9,ARMSMc#251,1.552,0.001709896,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,10,ARMSMc#251,3.813,0.002661345,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,11,ARMSMc#251,1.766,0.001781279,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,12,ARMSMc#251,2.152,0.001912212,
ARMS21M#175,2021,Anglaise,2,3873,Y,3871,Arthropoda,Malacostraca,Decapoda,Shrimp,13,ARMSMc#251,2.348,0.001981585,
ARMS21M#186,2021,Anglaise,2,3937,Y,3933,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.009,0.001863062,
ARMS21M#186,2021,Anglaise,2,3937,Y,3933,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.094,0.001892153,
ARMS21M#383,2021,Moresby,2,5719,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,1.994,0.001857961,
ARMS21M#383,2021,Moresby,2,5719,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,1.874,0.001817438,
ARMS21M#383,2021,Moresby,2,5719,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,2.01,0.001863402,
ARMS21M#383,2021,Moresby,2,5719,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#251,1.747,0.001774936,
ARMS21M#383,2021,Moresby,2,5719,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#251,2.4,0.00200048,
ARMS21M#416,2021,Moresby,3,5988,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,2.381,0.001993549,
ARMS19S#006,2019,Coin,1,0362,Y,0363,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,2.372,0.001990277,motile even though S
ARMS19M#026,2019,Moresby,3,1121,Y,1122,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.163,0.001916038,
ARMS19M#026,2019,Moresby,3,1121,Y,1122,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,1.815,0.001797658,
ARMS19M#026,2019,Moresby,3,1121,Y,1122,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,3.246,0.002353379,
ARMS19M#105,2019,Anglaise,4,1410,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.237,0.00194197,
ARMS19M#105,2019,Anglaise,4,1410,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,1.835,0.001804355,
ARMS19M#105,2019,Anglaise,4,1410,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,1.954,0.0018444,
ARMS19M#105,2019,Anglaise,4,1410,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#251,2.766,0.002141164,
ARMS19M#105,2019,Anglaise,4,1410,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#251,2.49,0.002033755,
ARMS19M#105,2019,Anglaise,4,1410,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#251,2.443,0.002016284,
ARMS19M#120,2019,Anglaise,4,1428,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#251,2.674,0.002104369,
ARMS19M#171,2019,Anglaise,5,1707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.446,0.002017393,
ARMS19M#171,2019,Anglaise,5,1707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.172,0.001919173,
ARMS19M#171,2019,Anglaise,5,1707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,2.48,0.00203002,
ARMS19M#174,2019,Anglaise,5,1716,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,0.942,0.001498982,
ARMS19M#174,2019,Anglaise,5,1716,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.418,0.002007075,
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.228,0.001938797,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.362,0.00198665,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#251,1.197,0.001589521,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#251,2.886,0.00219085,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#251,2.206,0.001931064,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#251,1.703,0.00176026,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,7,ARMSMc#251,1.945,0.001841357,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,8,ARMSMc#251,1.824,0.00180067,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,9,ARMSMc#251,2.2,0.00192896,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,10,ARMSMc#251,2.462,0.002023321,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,11,ARMSMc#251,2.261,0.001950458,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,12,ARMSMc#251,1.848,0.001808712,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,13,ARMSMc#251,3.14,0.002303223,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,14,ARMSMc#251,2.683,0.002107922,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,15,ARMSMc#251,2.143,0.001909087,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,16,ARMSMc#251,1.741,0.001772934,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,17,ARMSMc#251,2.307,0.001966844,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,18,ARMSMc#251,1.695,0.001757593,"mix of morphospecies, juveniles"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,19,ARMSMc#251,,,"mix of morphospecies, juveniles, unable to determine size due to transparency"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,20,ARMSMc#251,,,"mix of morphospecies, juveniles, unable to determine size due to transparency"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,21,ARMSMc#251,,,"mix of morphospecies, juveniles, unable to determine size due to transparency"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,22,ARMSMc#251,,,"mix of morphospecies, juveniles, unable to determine size due to transparency"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,23,ARMSMc#251,,,"mix of morphospecies, juveniles, unable to determine size due to transparency"
ARMS19M#362,2019,Moresby,9,2765,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,24,ARMSMc#251,,,"mix of morphospecies, juveniles, unable to determine size due to transparency"
ARMS22M#450,2022,Moresby,6,9003,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#251,2.918,0.002204447,
ARMS22M#450,2022,Moresby,6,9003,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#251,2.582,0.002068597,
ARMS21M#85,2021,Anglaise,1,3294,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#252,3.571,0.002521047,
ARMS21M#514,2021,Coin,3,7126,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#252,2.901,0.002197205,
ARMS19M#225,2019,Anglaise,6,1974,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#252,2.594,0.002073208,mix of morphospecies
ARMS19M#225,2019,Anglaise,6,1974,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#252,2.385,0.001995006,mix of morphospecies
ARMS19M#225,2019,Anglaise,6,1974,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#252,2.787,0.002149716,mix of morphospecies
ARMS19M#225,2019,Anglaise,6,1974,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#252,2.274,0.001955073,mix of morphospecies
ARMS19M#225,2019,Anglaise,6,1974,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#252,2.409,0.002003774,mix of morphospecies
ARMS19M#225,2019,Anglaise,6,1974,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#252,2.297,0.001963268,mix of morphospecies
ARMS22M#270,2022,Anglaise,2,IMG_0586,Y,IMG_0587,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#252,2.164,0.001916386,preserved 2.5 years
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#252,4.283,0.002978446,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#252,1.623,0.001733591,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#252,2.13,0.001904582,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#252,2.057,0.001879449,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#252,1.729,0.001768931,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#252,1.61,0.001729256,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,7,ARMSMc#252,1.941,0.001840006,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,8,ARMSMc#252,2.147,0.001910476,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,9,ARMSMc#252,2.436,0.0020137,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,10,ARMSMc#252,2.975,0.00222905,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,11,ARMSMc#252,2.089,0.001890433,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,12,ARMSMc#252,3.894,0.002711589,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,13,ARMSMc#252,2.745,0.00213267,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,14,ARMSMc#252,2.154,0.001912907,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,15,ARMSMc#252,2.592,0.002072439,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,16,ARMSMc#252,3.424,0.002442467,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,17,ARMSMc#252,2.328,0.001974377,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,18,ARMSMc#252,2.224,0.001937388,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,19,ARMSMc#252,1.66,0.001745926,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,20,ARMSMc#252,1.623,0.001733591,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,21,ARMSMc#252,2.331,0.001975457,"preserved 2.5 years, mix of morphospecies"
ARMS22M#279,2022,Anglaise,2,IMG_0582,Y,IMG_0583,Arthropoda,Malacostraca,Decapoda,Shrimp,22,ARMSMc#252,1.636,0.001737925,"preserved 2.5 years, mix of morphospecies"
ARMS22M#175,2022,Coin,9,8118,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#252,1.713,0.001763595,
ARMS21M#102,2021,Anglaise,1,3339,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#253,2.721,0.002123033,
ARMS21M#104,2021,Anglaise,1,3345,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#253,1.986,0.001855244,
ARMS19M#312,2019,Moresby,8,2495,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#253,0.541,0.001344399,
ARMS19M#312,2019,Moresby,8,2495,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#253,0.508,0.001330816,
ARMS22M#275,2022,Anglaise,2,IMG_0565,Y,IMG_0566,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#253,1.983,0.001854226,preserved 2.5 years
ARMS22M#280,2022,Anglaise,2,IMG_0576,Y,IMG_0578,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#253,3.004,0.002241761,preserved 2.5 years
ARMS22M#280,2022,Anglaise,2,IMG_0576,Y,IMG_0578,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#253,2.253,0.001947624,preserved 2.5 years
ARMS22M#280,2022,Anglaise,2,IMG_0576,Y,IMG_0578,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#253,2.205,0.001930713,preserved 2.5 years
ARMS22M#296,2022,Anglaise,2,IMG_0523,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#253,3.345,0.002402143,"preserved 2.5 years, same label"
ARMS22M#31,2022,Moresby,4,7441,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#253,6.278,0.005246404,
ARMS21M#165,2021,Anglaise,2,3836,Y,"3834, 3839",Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#254,7.231,0.007048562,nice close up
ARMS21M#370,2021,Moresby,2,5693,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#254,2.565,0.002062092,
ARMS21M#370,2021,Moresby,2,5693,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#254,2.374,0.001991004,
ARMS21M#377,2021,Moresby,2,5707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#254,2.068,0.001883219,
ARMS21M#377,2021,Moresby,2,5707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#254,2.546,0.002054858,
ARMS21M#377,2021,Moresby,2,5707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#254,1.699,0.001758927,
ARMS21M#377,2021,Moresby,2,5707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#254,2.227,0.001938445,
ARMS21M#377,2021,Moresby,2,5707,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#254,1.742,0.001773268,
ARMS19S#011,2019,Coin,1,0375,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,,ARMSMc#254,2.144,0.001909434,motile even though S
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#254,2.349,0.001981946,
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,2,ARMSMc#254,2.151,0.001911865,
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,3,ARMSMc#254,1.642,0.001739926,
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,4,ARMSMc#254,2.375,0.001991367,
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,5,ARMSMc#254,3.644,0.002561881,
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,6,ARMSMc#254,2.173,0.001919522,
ARMS19M#040,2019,Moresby,3,1118,Y,1117,Arthropoda,Malacostraca,Decapoda,Shrimp,7,ARMSMc#254,1.728,0.001768597,
