Label,Year,Site,ARMS_number,DSC,Scaled,DSC_extra,Phyla,Class,Order,General_name,Abundance_in_image,MorphoID,Notes
ARMS21M#400,2021,Moresby,3,5940,Y,5944,Echinodermata,Holothuroidea,Apodida,Sea_cucumber,1,ARMSMc#052,
ARMS19M#219,2019,Anglaise,6,1988,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS19M#334,2019,Moresby,8,2507,Y,2509,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#403,2021,Moresby,3,5952,Y,,Mollusca,Polyplacophora,,Chiton,2,ARMSMc#120,
ARMS22M#183,2022,Anglaise,1,8276,Y,8273,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#405,2021,Moresby,3,5959,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#117,
ARMS22M#55,2022,Moresby,5,7513,Y,7515,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#407,2021,Moresby,3,5962,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#279,
ARMS22M#427,2022,Moresby,6,8942,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#409,2021,Moresby,3,5967,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#157,
ARMS21M#410,2021,Moresby,3,5968,Y,5969,Mollusca,Gastropoda,Nudibranchia,Nudibranch,1,ARMSMc#091,
ARMS22M#166,2022,Coin,9,8088,Y,8089,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#412,2021,Moresby,3,5976,Y,5982,Annelida,Polychaeta,Phyllodocida,Scaleworm,1,ARMSMc#139,
ARMS21M#413,2021,Moresby,3,5984,Y,5983,Echinodermata,Holothuroidea,,Sea_cucumber,1,ARMSMc#076,
ARMS22M#403,2022,Court,12,8755,Y,8759,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#053,
ARMS21M#269,2021,Moresby,1,5036,Y,"5039, 5042",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#319,2021,Moresby,2,5536,Y,5541,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#320,2021,Moresby,2,5515,Y,5516,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#321,2021,Moresby,2,5545,Y,5543,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#345,2021,Moresby,2,5629,Y,5633,Echinodermata,Ophiuroidea,,Brittlestar,3,ARMSMc#060,
ARMS21M#368,2021,Moresby,2,5688,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS19M#359,2019,Moresby,9,2761,Y,,Echinodermata,Ophiuroidea,,Brittlestar,2,ARMSMc#060,
ARMS21M#422,2021,Moresby,3,5999,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#287,same label
ARMS19M#360,2019,Moresby,9,2762,Y,,Echinodermata,Ophiuroidea,,Brittlestar,3,ARMSMc#060,
ARMS21M#424,2021,Moresby,3,6005,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#186,
ARMS21M#425,2021,Moresby,3,6006,Y,,Mollusca,Bivalvia,Pectinida,Scallop,1,ARMSMc#104,
ARMS22M#186.2,2022,Anglaise,1,8297,Y,8296,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,same label
ARMS22M#213,2022,Anglaise,1,8391,N,"8386, 8387",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,figure out size of tiles for scale
ARMS21M#428,2021,Moresby,3,6011,Y,6013,Mollusca,Gastropoda,,Limpet,1,ARMSMc#187,
ARMS22M#232,2022,Anglaise,1,8410,N,"8386, 8387",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,figure out size of tiles for scale
ARMS22M#428,2022,Moresby,6,8944,Y,"8946, 8952",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,good close up
ARMS21M#431,2021,Moresby,3,6021,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#063,
ARMS22M#108,2022,Coin,7,7810,Y,"7813, 7815",Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#433,2021,Moresby,3,6026,Y,,Mollusca,Gastropoda,Nudibranchia,Nudibranch,1,ARMSMc#084,
ARMS22M#109,2022,Coin,7,7818,Y,7819,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#435,2021,Moresby,3,6028,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS21M#436,2021,Moresby,3,6031,Y,6033,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#015,
ARMS21M#437,2021,Moresby,3,6034,N,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#011,
ARMS22M#133,2022,Coin,8,7898,Y,7900,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS22M#145,2022,Coin,8,8001,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS22M#148,2022,Coin,8,8009,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#060,
ARMS21M#441,2021,Moresby,3,6040,Y,6041,Mollusca,Gastropoda,Pteropoda,Sea_angel,1,ARMSMc#081,
ARMS21M#442,2021,Moresby,3,6043,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#279,same label
ARMS21M#443,2021,Moresby,3,6045,Y,"6044, 6046",Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#270,
ARMS21M#444,2021,Moresby,3,6050,Y,6052,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#063,
ARMS21M#445,2021,Moresby,3,6053,Y,6054,Arthropoda,Malacostraca,Decapoda,Crab,2,ARMSMc#266,
ARMS21M#446,2021,Moresby,3,6057,Y,,Mollusca,Bivalvia,Pectinida,Scallop,1,ARMSMc#101,
ARMS21M#41,2021,Anglaise,1,2980,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,
ARMS21M#47,2021,Anglaise,1,3289,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,
ARMS21M#449,2021,Moresby,3,6071,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,2,ARMSMc#236,
ARMS21M#450,2021,Moresby,3,6072,Y,,Echinodermata,Holothuroidea,,Sea_cucumber,1,ARMSMc#077,
ARMS21M#149,2021,Anglaise,2,3753,Y,,Mollusca,Gastropoda,,Cowry,1,ARMSMc#155,
ARMS21M#233,2021,Anglaise,3,4604,Y,4605,Mollusca,Gastropoda,Littorinimorpha,Cowry,3,ARMSMc#155,
ARMS21M#453,2021,Moresby,3,6081,Y,,Arthropoda,Malacostraca,Decapoda,Snapping_shrimp,1,ARMSMc#233,
ARMS21M#283,2021,Moresby,1,5104,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,3,ARMSMc#155,
ARMS21M#455,2021,Moresby,3,6085,Y,"6087, 6088",Mollusca,Bivalvia,Pteriida,Pen_shell,1,ARMSMc#100,
ARMS21M#287,2021,Moresby,1,5112,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,
ARMS21M#333,2021,Moresby,2,5591,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,2,ARMSMc#155,
ARMS21M#356,2021,Moresby,2,5661,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,
ARMS22M#298,2022,Anglaise,3,IMG_1008,Y,IMG_1009,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#155,"preserved 2.5 years, nice close up"
ARMS21M#460,2021,Moresby,3,6100,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,2,ARMSMc#043,
ARMS21M#461,2021,Moresby,3,6104,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,3,ARMSMc#015,
ARMS21M#462,2021,Moresby,3,6109,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS21M#463,2021,Moresby,3,,,,,,,,1,,missing pic/specimen
ARMS21M#464,2021,Moresby,3,6116,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#011,
ARMS21M#465,2021,Moresby,3,6120,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#247,
ARMS21M#466,2021,Moresby,3,6122,Y,"6124, 6125, 6126",Arthropoda,Malacostraca,Decapoda,Hermit_crab,15,ARMSMc#011,mix of morphospecies
ARMS21M#37,2021,Anglaise,1,2970,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,
ARMS19S#002,2019,Coin,1,0355,Y,0356,Chordata,Actinopterygii,Gobiiformes,Goby,1,ARMSMc#033,motile even though S
ARMS19S#003,2019,Coin,1,0358,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#289,motile even though S
ARMS19S#004,2019,Coin,1,0359,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#041,motile even though S
ARMS19M#141,2019,Anglaise,5,1668,Y,1669,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,
ARMS19M#157,2019,Anglaise,5,1692,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,
ARMS19S#007,2019,Coin,1,0365,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#040,motile even though S
ARMS19M#177,2019,Anglaise,5,1722,Y,,Mollusca,Gastropoda,,Sea_snail,14,ARMSMc#168,
ARMS19M#202,2019,Anglaise,6,1938,Y,1939,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,
ARMS22M#290,2022,Anglaise,2,IMG_0526,Y,IMG_0525,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,preserved 2.5 years
ARMS22M#291,2022,Anglaise,2,IMG_0521,Y,,Mollusca,Gastropoda,,Sea_snail,14,ARMSMc#168,"preserved 2.5 years, mix of morphospecies"
ARMS22M#299,2022,Anglaise,3,IMG_1007,Y,IMG_1006,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#168,preserved 2.5 years
ARMS22M#366,2022,Court,11,8707,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#168,
ARMS21M#144,2021,Anglaise,2,3718,Y,3719,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#169,
ARMS21M#382,2021,Moresby,2,5722,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,
ARMS21M#406,2021,Moresby,3,5961,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#169,
ARMS19M#090,2019,Anglaise,4,1401,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,
ARMS19S#192,2019,Anglaise,6,1932,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,motile even though S
ARMS22M#251,2022,Anglaise,2,IMG_0625,Y,IMG_0629,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,preserved 2.5 years
ARMS22M#301,2022,Anglaise,3,IMG_1032,Y,IMG_1033,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#169,preserved 2.5 years
ARMS21M#162,2021,Anglaise,2,3817,Y,3820,Mollusca,Gastropoda,,Sea_snail,15,ARMSMc#171,
ARMS21M#219,2021,Anglaise,3,4559,Y,,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#171,
ARMS21M#331,2021,Moresby,2,5587,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#171,
ARMS19S#024,2019,Coin,1,0399,Y,,Arthropoda,Malacostraca,Decapoda,Crab,2,ARMSMc#283,motile even though S
ARMS21M#362,2021,Moresby,2,5678,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,
ARMS21M#380,2021,Moresby,2,5712,Y,,Mollusca,Gastropoda,,Sea_snail,15,ARMSMc#171,
ARMS21M#432,2021,Moresby,3,6024,Y,,Mollusca,Gastropoda,,Sea_snail,17,ARMSMc#171,
ARMS19M#160,2019,Anglaise,5,1696,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,
ARMS19M#001,2019,Coin,2,0563,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#177,
ARMS19M#002,2019,Coin,2,0565,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#289,
ARMS19M#329,2019,Moresby,8,2501,Y,,Mollusca,Gastropoda,,Sea_snail,54,ARMSMc#171,
ARMS19M#004,2019,Coin,2,0567,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#041,
ARMS19M#005,2019,Coin,2,0569,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#029,
ARMS19M#006,2019,Coin,2,0586,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#041,
ARMS19M#451,2019,Moresby,9,2785,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#171,
ARMS19M#008,2019,Coin,2,0574,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#188,
ARMS19M#009,2019,Coin,2,0581,Y,,Mollusca,Gastropoda,Trochida,Turban_snail,1,ARMSMc#189,
ARMS22M#212,2022,Anglaise,1,8390,N,"8386, 8387",Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#171,figure out size of tiles for scale
ARMS22M#293,2022,Anglaise,2,IMG_0519,Y,,Mollusca,Gastropoda,,Sea_snail,13,ARMSMc#171,"preserved 2.5 years, mix of morphospecies"
ARMS22M#328,2022,Anglaise,3,IMG_1064,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,preserved 2.5 years
ARMS22M#335,2022,Anglaise,3,IMG_0982,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#171,preserved 2.5 years
ARMS22M#16,2022,Moresby,4,7392,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#171,
ARMS19M#015,2019,Coin,2,0580,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#216,
ARMS19M#016,2019,Coin,2,,,,,,,,,,missing pic/specimen
ARMS22M#433,2022,Moresby,6,8967,Y,,Mollusca,Gastropoda,,Sea_snail,17,ARMSMc#171,
ARMS22M#411,2022,Court,12,8773,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#171,
ARMS19M#038,2019,Moresby,3,1048,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#270,
ARMS21M#173,2021,Anglaise,2,3864,Y,3865,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS19M#039,2019,Moresby,3,1051,Y,1052,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#271,
ARMS19M#046,2019,Moresby,3,1054,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#017,
ARMS19M#030,2019,Moresby,3,1055,Y,1056,Platyhelminthes,,,Flatworm,3,ARMSMc#116,
ARMS19M#051,2019,Moresby,3,1058,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#154,
ARMS19M#047,2019,Moresby,3,1060,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS19M#044,2019,Moresby,3,1062,Y,,Mollusca,Bivalvia,Venerida,Clam,1,ARMSMc#107,
ARMS21M#355,2021,Moresby,2,5658,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS19M#035,2019,Moresby,3,1065,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS19M#025,2019,Moresby,3,1067,Y,,Echinodermata,Echinoidea,,Sea_urchin,1,ARMSMc#073,
ARMS19M#021,2019,Moresby,3,1069,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#245,
ARMS19M#052,2019,Moresby,3,1071,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#214,
ARMS21M#423,2021,Moresby,3,6003,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS21M#426,2021,Moresby,3,6008,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS19M#034,2019,Moresby,3,1080,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#295,
ARMS19M#024,2019,Moresby,3,1082,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#279,
ARMS19M#033,2019,Moresby,3,1090,Y,"1089, 1085",Arthropoda,Malacostraca,Stomatopoda,Mantis_shrimp,1,ARMSMc#219,
ARMS19M#303,2019,Moresby,8,2452,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS19M#042,2019,Moresby,3,1099,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#212,
ARMS19M#043,2019,Moresby,3,1102,Y,,Arthropoda,Pycnogonida,Pantopoda,Sea_spider,3,ARMSMc#047,
ARMS19M#440,2019,Moresby,9,2774,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS19M#041,2019,Moresby,3,1106,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#025,lost legs
ARMS22M#230,2022,Anglaise,1,8408,N,"8386, 8387",Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#173,figure out size of tiles for scale
ARMS22M#334,2022,Anglaise,3,IMG_0988,Y,IMG_0989,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,"preserved 2.5 years, nice close up"
ARMS19M#053,2019,Moresby,3,1112,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#212,
ARMS19M#045,2019,Moresby,3,1115,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,11,ARMSMc#244,
ARMS22M#10,2022,Moresby,4,7372,Y,7371,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS22M#23,2022,Moresby,4,7412,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS22M#461,2022,Moresby,6,9025,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#173,
ARMS21M#197,2021,Anglaise,3,4389,Y,4391,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,
ARMS21M#486,2021,Coin,1,6275,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#175,
ARMS19M#059,2019,Anglaise,4,1346,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#190,
ARMS21M#494,2021,Coin,2,6553,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,
ARMS19M#061,2019,Anglaise,4,1351,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#280,
ARMS21M#495,2021,Coin,2,6557,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#175,
ARMS19M#063,2019,Anglaise,4,1355,Y,,Echinodermata,Asteroidea,,Sea_star,1,ARMSMc#071,
ARMS19M#064,2019,Anglaise,4,1358,Y,,Echinodermata,Asteroidea,,Sea_star,1,ARMSMc#069,
ARMS19M#065,2019,Anglaise,4,1360,Y,,Echinodermata,Asteroidea,,Sea_star,1,ARMSMc#069,
ARMS19M#066,2019,Anglaise,4,1361,Y,,Echinodermata,Holothuroidea,,Sea_cucumber,1,ARMSMc#078,
ARMS19M#067,2019,Anglaise,4,1363,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#045,
ARMS19M#068,2019,Anglaise,4,1364,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#158,
ARMS21S#45,2021,Coin,3,7082,Y,,Mollusca,Gastropoda,,Sea_snail,5,ARMSMc#175,motile even though S
ARMS19M#070,2019,Anglaise,4,1368,Y,,Chordata,Actinopterygii,Labriformes,Wrasse,1,ARMSMc#014,
ARMS19M#071,2019,Anglaise,4,1370,Y,,Mollusca,Polyplacophora,Chitonida,Chiton,1,ARMSMc#018,
ARMS19M#072,2019,Anglaise,4,1371,Y,,Mollusca,Gastropoda,Littorinimorpha,Sea_snail,1,ARMSMc#040,
ARMS19M#073,2019,Anglaise,4,1373,Y,,Arthropoda,Malacostraca,Decapoda,Spider_crab,1,ARMSMc#215,
ARMS21M#282,2021,Moresby,1,5100,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,
ARMS21M#408,2021,Moresby,3,5964,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,
ARMS21M#430,2021,Moresby,3,6015,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,
ARMS19S#017,2019,Coin,1,0386,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,motile even though S
ARMS19S#018,2019,Coin,1,0386,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,motile even though S
ARMS19M#079,2019,Anglaise,4,1385,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#064,
ARMS19S#019,2019,Coin,1,0388,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,motile even though S
ARMS19M#081,2019,Anglaise,4,1388,Y,,Arthropoda,Pycnogonida,Pantopoda,Sea_spider,1,ARMSMc#008,
ARMS19M#082,2019,Anglaise,4,1390,Y,"1307, 1324, 1325",Mollusca,Gastropoda,Nudibranchia,Nudibranch,1,ARMSMc#027,nice close up
ARMS19M#017,2019,Coin,2,0578,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,
ARMS19M#236,2019,Coin,7,2199,Y,,Mollusca,Gastropoda,,Sea_snail,4,ARMSMc#175,
ARMS22M#222,2022,Anglaise,1,8400,N,"8386, 8387",Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,figure out size of tiles for scale
ARMS19M#086,2019,Anglaise,4,1396,Y,,Mollusca,Polyplacophora,,Chiton,1,ARMSMc#117,unsure
ARMS22M#332,2022,Anglaise,3,IMG_0986,Y,IMG_0987,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#175,"preserved 2.5 years, nice close up"
ARMS19M#088,2019,Anglaise,4,1398,Y,,Mollusca,Gastropoda,Patellogastropoda,Limpet,1,ARMSMc#030,
ARMS19M#089,2019,Anglaise,4,1400,Y,,Mollusca,Gastropoda,Trochida,Turban_snail,1,ARMSMc#032,
ARMS22M#462,2022,Moresby,6,9027,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#175,
ARMS22M#121,2022,Coin,7,7869,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#175,
ARMS22M#140,2022,Coin,8,7990,Y,,Mollusca,Gastropoda,,Sea_snail,6,ARMSMc#175,
ARMS19M#093,2019,Anglaise,4,,,,,,,,,,missing pic/specimen
ARMS19M#101,2019,Anglaise,4,1405,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,11,ARMSMc#028,
ARMS21M#476,2021,Coin,1,6233,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#182,
ARMS21M#515,2021,Coin,3,7129,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#182,
ARMS21M#281,2021,Moresby,1,5098,Y,,Mollusca,Gastropoda,,Sea_snail,2,ARMSMc#182,
ARMS19S#025,2019,Coin,1,0384,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#182,motile even though S
ARMS19M#106,2019,Anglaise,4,1412,Y,,Annelida,Polychaeta,Phyllodocida,Bristleworm,1,ARMSMc#039,
ARMS19M#107,2019,Anglaise,4,1413,Y,,Chordata,Actinopterygii,Perciformes,Fish,2,ARMSMc#003,
ARMS19S#026,2019,Coin,1,0384,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#182,motile even though S
ARMS19M#109,2019,Anglaise,4,1415,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,19,ARMSMc#011,
ARMS19M#224,2019,Anglaise,6,1973,Y,,Mollusca,Gastropoda,,Sea_snail,7,ARMSMc#182,
ARMS19M#111,2019,Anglaise,4,1417,Y,,Annelida,Polychaeta,Phyllodocida,Scaleworm,1,ARMSMc#049,
ARMS19M#112,2019,Anglaise,4,1418,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,1,ARMSMc#043,
ARMS19M#113,2019,Anglaise,4,1421,Y,,Arthropoda,Malacostraca,Decapoda,Hermit_crab,3,ARMSMc#015,
ARMS19M#238,2019,Coin,7,2206,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#182,
ARMS19M#115,2019,Anglaise,4,1423,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#277,
ARMS19M#116,2019,Anglaise,4,1424,Y,,Arthropoda,Malacostraca,Decapoda,Crab,1,ARMSMc#271,
ARMS19M#333,2019,Moresby,8,2506,Y,,Mollusca,Gastropoda,,Sea_snail,9,ARMSMc#182,
ARMS22M#115,2022,Coin,7,7855,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#182,
ARMS22M#122,2022,Coin,7,7872,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#182,
ARMS22M#123,2022,Coin,7,7874,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#182,
ARMS22M#151,2022,Coin,8,8017,Y,"8011, 8012",Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#182,figure out size of tiles for scale
ARMS22M#345,2022,Court,10,8614,Y,,Mollusca,Gastropoda,,Sea_snail,3,ARMSMc#182,
ARMS19M#123,2019,Anglaise,4,1432,Y,,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#159,
ARMS22M#413,2022,Court,12,8776,Y,,Mollusca,Gastropoda,,Sea_snail,8,ARMSMc#182,
ARMS19M#125,2019,Anglaise,4,1435,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#180,
ARMS19M#126,2019,Anglaise,4,1436,Y,,Echinodermata,Ophiuroidea,,Brittlestar,1,ARMSMc#064,
ARMS21M#399,2021,Moresby,3,5938,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#185,
ARMS19M#128,2019,Anglaise,5,1646,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,2,ARMSMc#025,
ARMS19M#091,2019,Anglaise,4,1402,Y,,Mollusca,Gastropoda,,Sea_snail,10,ARMSMc#185,
ARMS19M#130,2019,Anglaise,5,1648,Y,,Arthropoda,Malacostraca,Decapoda,Squat_lobster,1,ARMSMc#228,
ARMS19M#131,2019,Anglaise,5,1649,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#021,
ARMS19M#132,2019,Anglaise,5,1652,Y,,Arthropoda,Malacostraca,Decapoda,Shrimp,1,ARMSMc#021,
ARMS19M#133,2019,Anglaise,5,1654,Y,1655,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#160,
ARMS19M#134,2019,Anglaise,5,1657,Y,1658,Mollusca,Gastropoda,Littorinimorpha,Cowry,1,ARMSMc#154,red underside
ARMS19M#135,2019,Anglaise,5,1656,Y,,Echinodermata,Holothuroidea,,Sea_cucumber,1,ARMSMc#079,
ARMS19M#253,2019,Coin,7,2219,Y,,Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#185,
ARMS22M#215,2022,Anglaise,1,8393,N,"8417, 8386, 8387",Mollusca,Gastropoda,,Sea_snail,1,ARMSMc#185,figure out size of tiles for scale
